Product Name,Product Category,Stocks Required-2023-12-01,Stocks Required-2024-01-01,Stocks Required-2024-02-01,Stocks Required-2024-03-01,Stocks Required-2024-04-01,Stocks Required-2024-05-01,Stocks Required-2024-06-01,Stocks Required-2024-07-01,Stocks Required-2024-08-01,Stocks Required-2024-09-01,Stocks Required-2024-10-01,Stocks Required-2024-11-01,Stocks Required-2024-12-01,Stock Level Thresholds-Dec-2023,"Stock Level Thresholds-Jan-2024,",Stock Level Thresholds-Feb-2024,Stock Level Thresholds-Mar-2024,Stock Level Thresholds-Apr-2024,Stock Level Thresholds-May-2024,Stock Level Thresholds-Jun-2024,Stock Level Thresholds-Jul-2024,Stock Level Thresholds-Aug-2024,Stock Level Thresholds-Sep-2024,Stock Level Thresholds-Oct-2024,Stock Level Thresholds-Nov-2024,Stock Level Thresholds-Dec-2024,Seasonality-Dec-2023,"Seasonality-Jan-2024,",Seasonality-Feb-2024,Seasonality-Mar-2024,Seasonality-Apr-2024,Seasonality-May-2024,Seasonality-Jun-2024,Seasonality-Jul-2024,Seasonality-Aug-2024,Seasonality-Sep-2024,Seasonality-Oct-2024,Seasonality-Nov-2024,Seasonality-Dec-2024,Market Changes-Dec-2023,"Market Changes-Jan-2024,",Market Changes-Feb-2024,Market Changes-Mar-2024,Market Changes-Apr-2024,Market Changes-May-2024,Market Changes-Jun-2024,Market Changes-Jul-2024,Market Changes-Aug-2024,Market Changes-Sep-2024,Market Changes-Oct-2024,Market Changes-Nov-2024,Market Changes-Dec-2024,Product Type-Dec-2023,"Product Type-Jan-2024,",Product Type-Feb-2024,Product Type-Mar-2024,Product Type-Apr-2024,Product Type-May-2024,Product Type-Jun-2024,Product Type-Jul-2024,Product Type-Aug-2024,Product Type-Sep-2024,Product Type-Oct-2024,Product Type-Nov-2024,Product Type-Dec-2024,Lead time (in days)-Dec-2023,"Lead time (in days)-Jan-2024,",Lead time (in days)-Feb-2024,Lead time (in days)-Mar-2024,Lead time (in days)-Apr-2024,Lead time (in days)-May-2024,Lead time (in days)-Jun-2024,Lead time (in days)-Jul-2024,Lead time (in days)-Aug-2024,Lead time (in days)-Sep-2024,Lead time (in days)-Oct-2024,Lead time (in days)-Nov-2024,Lead time (in days)-Dec-2024,Supplier Reliabilty-Dec-2023,"Supplier Reliabilty-Jan-2024,",Supplier Reliabilty-Feb-2024,Supplier Reliabilty-Mar-2024,Supplier Reliabilty-Apr-2024,Supplier Reliabilty-May-2024,Supplier Reliabilty-Jun-2024,Supplier Reliabilty-Jul-2024,Supplier Reliabilty-Aug-2024,Supplier Reliabilty-Sep-2024,Supplier Reliabilty-Oct-2024,Supplier Reliabilty-Nov-2024,Supplier Reliabilty-Dec-2024,Stock Handing Efficiency-Dec-2023,"Stock Handing Efficiency-Jan-2024,",Stock Handing Efficiency-Feb-2024,Stock Handing Efficiency-Mar-2024,Stock Handing Efficiency-Apr-2024,Stock Handing Efficiency-May-2024,Stock Handing Efficiency-Jun-2024,Stock Handing Efficiency-Jul-2024,Stock Handing Efficiency-Aug-2024,Stock Handing Efficiency-Sep-2024,Stock Handing Efficiency-Oct-2024,Stock Handing Efficiency-Nov-2024,Stock Handing Efficiency-Dec-2024,Product Costs(In Rs.)-Dec-2023,"Product Costs(In Rs.)-Jan-2024,",Product Costs(In Rs.)-Feb-2024,Product Costs(In Rs.)-Mar-2024,Product Costs(In Rs.)-Apr-2024,Product Costs(In Rs.)-May-2024,Product Costs(In Rs.)-Jun-2024,Product Costs(In Rs.)-Jul-2024,Product Costs(In Rs.)-Aug-2024,Product Costs(In Rs.)-Sep-2024,Product Costs(In Rs.)-Oct-2024,Product Costs(In Rs.)-Nov-2024,Product Costs(In Rs.)-Dec-2024,Maximum discount offered (in percentage)-Dec-2023,"Maximum discount offered (in percentage)-Jan-2024,",Maximum discount offered (in percentage)-Feb-2024,Maximum discount offered (in percentage)-Mar-2024,Maximum discount offered (in percentage)-Apr-2024,Maximum discount offered (in percentage)-May-2024,Maximum discount offered (in percentage)-Jun-2024,Maximum discount offered (in percentage)-Jul-2024,Maximum discount offered (in percentage)-Aug-2024,Maximum discount offered (in percentage)-Sep-2024,Maximum discount offered (in percentage)-Oct-2024,Maximum discount offered (in percentage)-Nov-2024,Maximum discount offered (in percentage)-Dec-2024,Products Expiry (in months)-Dec-2023,"Products Expiry (in months)-Jan-2024,",Products Expiry (in months)-Feb-2024,Products Expiry (in months)-Mar-2024,Products Expiry (in months)-Apr-2024,Products Expiry (in months)-May-2024,Products Expiry (in months)-Jun-2024,Products Expiry (in months)-Jul-2024,Products Expiry (in months)-Aug-2024,Products Expiry (in months)-Sep-2024,Products Expiry (in months)-Oct-2024,Products Expiry (in months)-Nov-2024,Products Expiry (in months)-Dec-2024,Backorders-Dec-2023,"Backorders-Jan-2024,",Backorders-Feb-2024,Backorders-Mar-2024,Backorders-Apr-2024,Backorders-May-2024,Backorders-Jun-2024,Backorders-Jul-2024,Backorders-Aug-2024,Backorders-Sep-2024,Backorders-Oct-2024,Backorders-Nov-2024,Backorders-Dec-2024,Bulk orders (By customers)-Dec-2023,"Bulk orders (By customers)-Jan-2024,",Bulk orders (By customers)-Feb-2024,Bulk orders (By customers)-Mar-2024,Bulk orders (By customers)-Apr-2024,Bulk orders (By customers)-May-2024,Bulk orders (By customers)-Jun-2024,Bulk orders (By customers)-Jul-2024,Bulk orders (By customers)-Aug-2024,Bulk orders (By customers)-Sep-2024,Bulk orders (By customers)-Oct-2024,Bulk orders (By customers)-Nov-2024,Bulk orders (By customers)-Dec-2024,Profit gained (In Rs.)-Dec-2023,"Profit gained (In Rs.)-Jan-2024,",Profit gained (In Rs.)-Feb-2024,Profit gained (In Rs.)-Mar-2024,Profit gained (In Rs.)-Apr-2024,Profit gained (In Rs.)-May-2024,Profit gained (In Rs.)-Jun-2024,Profit gained (In Rs.)-Jul-2024,Profit gained (In Rs.)-Aug-2024,Profit gained (In Rs.)-Sep-2024,Profit gained (In Rs.)-Oct-2024,Profit gained (In Rs.)-Nov-2024,Profit gained (In Rs.)-Dec-2024
Maggi Atta Noodles,Foods and Beverages,194,87,217,291,65,474,293,376,133,262,308,276,231,88,29,101,139,31,194,94,118,43,100,92,121,105,good,average,good,good,average,best,good,best,average,good,good,good,good,Minimal,Average,Extreme,Good,Minimal,Average,Good,Good,Extreme,Extreme,Average,Minimal,Average,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,3,5,5,4,7,7,6,5,5,6,6,4,2,good,best,good,good,average,good,best,good,best,average,best,good,best,average,average,poor,excellent,average,average,poor,poor,poor,average,poor,average,average,190,62,166,256,165,219,95,199,286,48,17,463,247,47,42,42,10,50,34,10,38,17,34,48,16,7,28,35,17,31,28,37,25,39,22,43,10,43,15,48,43,21,56,54,3,19,53,33,14,26,12,2,often,very often,very often,often,rare,very often,rare,rare,often,very often,often,rare,rare,633.0,206.0,553.0,853.0,550.0,730.0,316.0,663.0,953.0,160.0,56.0,1543.0,823.0
Oreo,Foods and Beverages,233,191,411,305,89,218,337,102,315,204,163,51,365,91,56,181,112,25,86,108,47,81,77,42,20,150,good,good,best,best,average,good,best,average,best,good,good,average,best,Extreme,Good,Good,Extreme,Good,Good,Good,Minimal,Extreme,Minimal,Minimal,Minimal,Average,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,6,3,4,7,3,3,5,5,3,2,6,4,7,average,good,average,best,average,average,good,good,average,good,best,good,average,poor,poor,average,average,average,excellent,average,excellent,average,poor,poor,average,poor,449,159,122,75,208,391,337,101,149,296,227,54,38,16,28,38,36,35,26,10,44,13,13,20,38,38,33,19,48,10,6,25,33,8,20,47,41,33,42,23,39,5,11,13,29,55,59,9,85,45,83,91,often,often,very often,rare,often,very often,very often,often,rare,rare,often,often,often,1496.0,530.0,406.0,250.0,693.0,1303.0,1123.0,336.0,496.0,986.0,756.0,180.0,126.0
Amul Cheese,Foods and Beverages,50,481,417,435,448,115,219,145,472,497,75,428,404,23,196,113,108,146,34,56,72,196,136,35,191,110,average,best,best,best,best,average,good,average,best,best,average,best,best,Extreme,Average,Good,Average,Extreme,Extreme,Minimal,Average,Extreme,Minimal,Extreme,Minimal,Minimal,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,6,3,6,4,2,4,4,6,2,4,6,6,7,best,best,average,best,average,average,best,average,good,average,best,average,best,average,excellent,excellent,average,excellent,average,excellent,poor,average,poor,average,average,poor,88,457,322,37,408,452,225,242,458,111,223,368,19,40,43,12,41,32,28,41,18,16,7,5,8,7,47,22,11,44,14,47,18,37,39,27,34,7,33,68,91,1,99,31,95,88,83,16,38,98,14,34,often,very often,very often,rare,very often,rare,rare,very often,rare,often,very often,rare,very often,293.0,1523.0,1073.0,123.0,1360.0,1506.0,750.0,806.0,1526.0,370.0,743.0,1226.0,63.0
Britannia Rusk,Foods and Beverages,351,214,207,401,166,383,353,313,464,464,293,92,495,135,76,90,106,59,162,172,111,209,129,119,44,133,best,good,good,best,good,best,best,good,best,best,good,average,best,Average,Minimal,Minimal,Extreme,Extreme,Good,Good,Extreme,Minimal,Good,Good,Minimal,Good,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,4,4,3,7,7,7,5,5,4,7,4,4,2,average,average,good,best,good,good,best,best,average,average,good,best,good,poor,poor,poor,average,average,excellent,excellent,poor,average,average,average,excellent,poor,155,199,81,158,264,377,129,476,231,440,79,436,16,44,15,47,12,7,22,11,45,12,39,16,48,17,41,32,13,8,7,40,11,41,38,18,24,7,14,41,57,62,38,58,53,74,44,108,39,8,69,3,often,very often,very often,very often,often,rare,often,very often,very often,often,very often,often,often,516.0,663.0,270.0,526.0,880.0,1256.0,430.0,1586.0,770.0,1466.0,263.0,1453.0,53.0
Thede Medhe,Foods and Beverages,345,443,164,482,204,466,322,261,77,162,196,430,355,102,166,43,132,51,156,142,130,20,68,90,177,152,best,best,good,best,good,best,good,good,average,good,good,best,best,Good,Average,Good,Average,Extreme,Average,Minimal,Extreme,Good,Average,Good,Good,Good,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,6,5,5,3,7,6,5,5,3,7,4,5,7,good,good,average,average,average,average,best,good,good,best,best,good,good,excellent,average,poor,excellent,average,poor,excellent,poor,poor,average,poor,excellent,poor,320,22,17,358,432,329,330,329,435,414,396,157,123,13,10,17,14,47,46,47,48,43,46,41,33,27,16,47,45,10,10,20,43,14,45,7,17,20,42,78,18,75,62,45,80,22,50,80,74,7,4,5,rare,very often,often,rare,rare,rare,very often,often,very often,often,rare,rare,very often,1066.0,73.0,56.0,1193.0,1440.0,1096.0,1100.0,1096.0,1450.0,1380.0,1320.0,523.0,410.0
Horlicks,Foods and Beverages,228,60,304,416,211,273,481,175,228,264,81,140,490,69,29,130,205,67,100,147,58,70,125,24,44,191,good,average,good,best,good,good,best,good,good,good,average,average,best,Average,Minimal,Minimal,Average,Average,Minimal,Extreme,Extreme,Average,Minimal,Average,Average,Extreme,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,fast selling,4,6,4,3,6,3,2,2,4,3,2,7,4,average,average,good,average,average,good,average,best,good,best,good,best,good,average,poor,excellent,excellent,average,poor,excellent,excellent,excellent,excellent,poor,excellent,excellent,342,276,288,144,312,407,316,267,151,449,36,213,442,27,45,19,17,33,43,28,32,38,32,28,16,47,8,17,46,14,21,7,41,38,17,39,33,35,48,42,120,21,16,29,3,2,54,87,1,49,121,118,very often,rare,rare,often,very often,rare,very often,very often,very often,rare,very often,often,very often,1140.0,920.0,960.0,480.0,1040.0,1356.0,1053.0,890.0,503.0,1496.0,120.0,710.0,1473.0
Perk,Foods and Beverages,69,191,191,380,270,117,149,346,428,215,488,116,329,32,84,49,167,76,51,53,115,110,98,128,58,87,average,good,good,best,good,average,good,best,best,good,best,average,good,Average,Good,Good,Extreme,Average,Minimal,Minimal,Good,Good,Average,Minimal,Good,Good,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,fast selling,fast selling,fast selling,fast selling,4,5,7,2,3,2,5,2,6,4,2,2,4,best,best,good,good,average,average,good,best,best,average,average,good,average,poor,poor,poor,excellent,excellent,average,poor,excellent,average,average,average,excellent,poor,172,302,51,467,199,35,405,159,414,146,496,42,348,20,8,21,47,16,5,22,48,7,18,9,29,14,45,6,45,28,37,42,13,22,19,27,6,10,15,55,44,66,72,13,82,12,36,12,62,49,69,62,rare,often,often,very often,often,often,rare,very often,often,very often,very often,rare,rare,573.0,1006.0,170.0,1556.0,663.0,116.0,1350.0,530.0,1380.0,486.0,1653.0,140.0,1160.0
Moong Dal,Foods and Beverages,171,349,294,431,265,500,81,367,56,439,159,418,427,61,118,102,182,95,244,31,149,28,199,45,190,177,good,good,good,best,good,best,average,best,average,best,good,best,best,Extreme,Good,Minimal,Good,Average,Good,Good,Minimal,Average,Extreme,Minimal,Minimal,Minimal,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,2,4,3,2,7,3,2,7,6,6,2,3,6,best,average,good,best,best,average,average,average,average,average,best,good,best,excellent,excellent,average,excellent,excellent,average,excellent,poor,poor,excellent,poor,excellent,poor,406,309,104,29,194,78,151,363,260,131,96,426,387,18,45,43,48,50,37,40,24,27,40,32,41,33,25,43,11,48,9,27,31,12,11,37,46,17,6,76,17,102,57,3,71,96,13,5,95,82,34,104,very often,often,rare,very often,rare,very often,often,very often,often,often,often,rare,rare,1353.0,1030.0,346.0,96.0,646.0,260.0,503.0,1210.0,866.0,436.0,320.0,1420.0,1290.0
5 star,Foods and Beverages,417,388,279,230,269,309,434,400,149,222,230,468,213,105,182,128,79,129,97,216,198,51,98,109,146,65,best,best,good,good,good,good,best,best,good,good,good,best,good,Extreme,Average,Minimal,Average,Good,Extreme,Minimal,Good,Average,Extreme,Good,Minimal,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,4,4,2,3,4,3,2,4,6,3,5,5,2,good,best,best,good,good,best,average,good,best,good,good,good,good,excellent,poor,poor,excellent,poor,poor,excellent,poor,excellent,average,average,average,excellent,66,231,475,35,269,79,325,209,277,94,433,76,395,50,11,47,44,15,7,6,28,25,39,15,28,28,6,13,32,35,27,23,13,14,14,43,26,36,35,25,47,8,1,48,39,32,11,32,1,8,52,39,rare,very often,very often,often,often,very often,rare,very often,very often,rare,very often,very often,often,220.0,770.0,1583.0,116.0,896.0,263.0,1083.0,696.0,923.0,313.0,1443.0,253.0,1316.0
Sunfeast Yipee,Foods and Beverages,317,190,100,78,288,433,129,471,477,264,152,83,319,158,88,30,24,127,200,49,235,215,114,71,27,127,good,good,average,average,good,best,average,best,best,good,good,average,good,Extreme,Minimal,Extreme,Average,Good,Minimal,Average,Good,Good,Good,Average,Average,Minimal,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,5,2,2,3,6,7,3,3,5,7,3,4,2,good,best,average,best,average,average,best,average,best,average,average,average,best,excellent,average,average,poor,average,poor,poor,poor,excellent,poor,average,poor,poor,282,147,398,111,492,219,309,70,102,347,301,316,225,37,8,39,29,37,12,25,29,14,9,39,6,29,25,7,11,47,12,19,37,20,26,17,19,33,15,3,54,58,1,23,52,26,19,62,55,10,58,42,often,often,rare,very often,often,very often,often,often,very often,often,very often,very often,very often,940.0,490.0,1326.0,370.0,1640.0,730.0,1030.0,233.0,340.0,1156.0,1003.0,1053.0,750.0
Jim Jam,Foods and Beverages,483,229,320,493,227,319,368,337,389,70,421,90,78,133,78,145,239,89,152,134,111,192,22,119,43,31,best,good,good,best,good,good,best,good,best,average,best,average,average,Minimal,Good,Minimal,Minimal,Average,Average,Extreme,Minimal,Good,Minimal,Average,Good,Minimal,fast selling,fast selling,slow selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,7,3,3,6,4,4,3,6,5,7,3,6,7,average,average,good,best,good,best,best,best,best,best,good,good,average,excellent,excellent,poor,average,poor,poor,excellent,poor,poor,average,excellent,excellent,poor,192,286,282,149,475,323,85,380,130,483,230,321,389,47,36,50,48,16,41,30,45,9,30,12,28,35,44,38,28,47,48,45,21,43,10,47,15,46,9,18,4,8,16,12,10,13,13,2,10,6,18,19,rare,often,very often,rare,very often,often,often,often,rare,often,often,rare,very often,640.0,953.0,940.0,496.0,1583.0,1076.0,283.0,1266.0,433.0,1610.0,766.0,1070.0,1296.0
Amul Taza Milk,Foods and Beverages,243,174,310,437,257,252,399,173,218,330,257,351,293,61,55,118,123,91,110,173,45,105,118,74,157,145,good,good,best,best,good,good,best,good,good,best,good,best,good,Average,Extreme,Good,Average,Minimal,Average,Average,Extreme,Good,Minimal,Good,Minimal,Average,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,7,6,6,2,5,2,7,3,2,7,2,2,5,good,average,good,best,good,good,average,average,good,best,good,average,best,excellent,poor,average,poor,average,poor,excellent,excellent,average,poor,poor,poor,poor,94,56,490,461,277,124,435,47,403,434,349,279,273,18,16,31,34,24,12,48,7,12,35,13,20,42,40,38,39,22,20,22,30,30,15,24,17,8,10,36,31,65,71,50,58,43,72,72,68,70,66,61,often,often,rare,very often,very often,rare,very often,rare,rare,rare,very often,often,very often,313.0,186.0,1633.0,1536.0,923.0,413.0,1450.0,156.0,1343.0,1446.0,1163.0,930.0,910.0
Haldiram's Chana,Foods and Beverages,436,184,199,447,147,147,324,296,403,389,112,224,455,200,64,51,197,51,40,107,95,129,114,56,75,158,best,good,good,best,good,good,best,good,best,best,average,good,best,Good,Average,Extreme,Minimal,Average,Minimal,Good,Extreme,Average,Good,Minimal,Average,Good,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,4,7,7,2,3,3,2,6,5,3,7,6,7,best,good,best,best,average,good,best,average,best,good,good,best,average,poor,average,average,poor,average,average,poor,excellent,average,average,average,excellent,average,268,180,20,338,66,380,283,39,120,348,67,431,269,47,20,36,12,18,34,16,12,7,14,46,22,45,10,48,8,21,35,31,38,23,22,43,11,6,47,56,36,75,58,42,6,73,22,112,12,55,33,37,often,very often,often,often,rare,often,rare,rare,rare,often,rare,very often,rare,893.0,600.0,66.0,1126.0,220.0,1266.0,943.0,130.0,400.0,1160.0,223.0,1436.0,896.0
Jeera Butter,Foods and Beverages,463,231,291,104,276,100,213,410,377,333,240,453,276,226,98,138,26,134,50,64,121,182,96,82,175,127,best,good,good,average,good,average,good,best,best,best,good,best,good,Average,Extreme,Good,Good,Minimal,Average,Extreme,Minimal,Minimal,Good,Minimal,Extreme,Average,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,5,7,6,2,5,3,5,7,4,5,5,3,5,good,average,average,good,average,best,good,best,average,average,good,good,good,excellent,excellent,poor,average,average,poor,average,excellent,excellent,poor,average,average,excellent,64,234,248,115,76,250,301,113,186,229,142,72,331,37,46,15,8,17,47,47,43,19,8,16,15,28,27,37,38,33,36,15,8,30,9,10,18,29,46,29,13,51,63,65,36,4,14,55,56,4,16,19,rare,often,rare,often,often,very often,rare,very often,rare,very often,rare,very often,very often,213.0,780.0,826.0,383.0,253.0,833.0,1003.0,376.0,620.0,763.0,473.0,240.0,1103.0
Chataka Pataka,Foods and Beverages,228,66,393,402,167,245,349,169,350,373,101,441,288,106,32,130,139,60,115,103,59,87,159,25,130,80,good,average,best,best,good,good,best,good,best,best,average,best,good,Good,Good,Average,Minimal,Average,Good,Average,Average,Average,Extreme,Minimal,Average,Average,fast selling,slow selling,fast selling,slow selling,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,3,3,2,3,4,2,7,2,2,5,2,4,2,best,good,average,average,best,best,best,average,average,good,average,good,good,poor,poor,average,poor,poor,excellent,excellent,poor,poor,poor,poor,excellent,average,37,18,437,251,214,143,290,307,48,246,481,497,30,29,23,8,30,13,10,6,34,19,10,13,23,47,19,33,39,17,7,10,11,48,47,9,11,40,18,6,51,46,35,67,71,27,56,67,69,21,38,72,rare,often,often,rare,often,often,rare,rare,rare,often,often,rare,very often,123.0,60.0,1456.0,836.0,713.0,476.0,966.0,1023.0,160.0,820.0,1603.0,1656.0,100.0
Complain,Foods and Beverages,427,278,312,249,167,423,118,396,399,147,461,356,443,207,80,95,98,74,149,51,144,105,69,186,165,137,best,good,good,good,good,best,average,best,best,good,best,best,best,Minimal,Good,Extreme,Extreme,Minimal,Extreme,Good,Average,Extreme,Extreme,Average,Average,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,fast selling,fast selling,slow selling,slow selling,4,4,4,6,7,7,5,3,7,6,3,7,6,best,average,good,best,average,good,average,average,best,good,average,average,good,excellent,excellent,average,poor,excellent,excellent,excellent,average,average,average,poor,poor,excellent,115,38,250,95,174,456,331,262,366,197,400,80,262,25,13,17,30,31,41,13,11,7,15,17,5,14,23,35,37,13,14,47,37,27,47,40,24,25,15,28,96,46,98,59,33,106,80,44,63,10,106,92,very often,very often,often,rare,very often,often,rare,rare,often,rare,very often,very often,very often,383.0,126.0,833.0,316.0,580.0,1520.0,1103.0,873.0,1220.0,656.0,1333.0,266.0,873.0
5 star 3D,Foods and Beverages,159,333,57,305,87,336,65,242,330,327,370,452,263,63,118,26,132,37,113,17,67,162,138,131,123,87,good,best,average,good,average,best,average,good,best,best,best,best,good,Good,Good,Minimal,Good,Average,Minimal,Minimal,Minimal,Good,Extreme,Extreme,Average,Extreme,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,fast selling,slow selling,slow selling,slow selling,slow selling,fast selling,6,4,2,7,4,5,4,4,7,4,4,7,6,best,best,good,best,average,best,average,average,average,good,best,good,best,excellent,poor,average,excellent,poor,poor,average,poor,poor,average,poor,poor,excellent,105,126,421,181,132,385,360,267,407,253,156,326,432,47,30,24,29,33,22,23,18,22,25,11,31,33,47,31,16,35,7,23,17,12,8,48,6,25,30,21,61,13,23,54,30,33,50,56,6,28,42,61,often,rare,very often,rare,rare,very often,rare,rare,very often,rare,often,rare,often,350.0,420.0,1403.0,603.0,440.0,1283.0,1200.0,890.0,1356.0,843.0,520.0,1086.0,1440.0
Soyabean Oil,Foods and Beverages,253,497,119,204,250,499,201,84,132,100,303,107,321,103,244,59,56,77,231,72,27,40,39,92,30,80,good,best,average,good,good,best,good,average,average,average,good,average,good,Average,Minimal,Extreme,Average,Good,Good,Good,Extreme,Good,Minimal,Extreme,Good,Average,fast selling,fast selling,fast selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,3,7,6,5,5,7,4,7,6,3,2,4,2,best,average,best,best,best,average,best,good,best,best,good,average,best,excellent,excellent,average,poor,average,average,average,poor,excellent,average,excellent,excellent,poor,128,217,50,238,331,243,214,399,257,442,112,269,464,29,21,22,43,36,17,6,20,42,24,16,49,32,10,12,46,33,18,15,34,19,45,8,7,12,41,42,65,43,55,70,70,54,33,22,60,5,13,75,rare,very often,rare,often,very often,often,often,rare,rare,often,very often,rare,very often,426.0,723.0,166.0,793.0,1103.0,810.0,713.0,1330.0,856.0,1473.0,373.0,896.0,1546.0
Kaccha Aam,Foods and Beverages,484,495,235,377,257,332,494,240,485,67,368,314,354,191,182,102,98,75,141,158,92,192,22,92,100,113,best,best,good,best,good,good,best,good,best,average,best,good,best,Average,Good,Average,Good,Minimal,Good,Minimal,Minimal,Average,Good,Average,Average,Average,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,slow selling,slow selling,5,6,3,3,3,5,2,4,2,2,6,3,5,best,average,best,average,average,good,best,good,best,good,best,good,good,average,excellent,poor,poor,poor,poor,excellent,poor,average,poor,excellent,excellent,excellent,38,89,45,412,325,156,291,325,474,360,171,30,154,16,27,7,35,13,29,19,41,13,5,9,22,50,18,20,29,23,18,46,35,43,29,11,33,6,41,71,16,45,8,43,10,61,73,59,2,19,73,80,rare,often,very often,very often,often,rare,very often,often,rare,rare,rare,often,rare,126.0,296.0,150.0,1373.0,1083.0,520.0,970.0,1083.0,1580.0,1200.0,570.0,100.0,513.0
Korean Maggie,Foods and Beverages,208,201,360,378,241,238,144,79,380,81,478,402,285,53,53,157,110,84,119,70,32,161,29,206,131,125,good,good,best,best,good,good,good,average,best,average,best,best,good,Good,Average,Average,Average,Minimal,Good,Extreme,Minimal,Average,Extreme,Extreme,Average,Good,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,fast selling,fast selling,fast selling,slow selling,slow selling,6,7,2,7,6,7,3,7,6,6,2,7,2,good,average,best,average,good,good,average,best,good,best,average,good,good,poor,poor,poor,excellent,excellent,average,poor,poor,poor,poor,excellent,excellent,poor,298,476,48,276,261,481,15,354,114,95,209,178,332,19,14,8,39,10,41,22,40,45,39,27,20,29,41,7,6,23,36,6,15,37,31,35,28,45,24,8,47,8,40,16,30,36,54,43,46,48,5,14,often,often,often,very often,very often,often,often,rare,very often,very often,very often,rare,rare,993.0,1586.0,160.0,920.0,870.0,1603.0,50.0,1180.0,380.0,316.0,696.0,593.0,1106.0
Marie Gold,Foods and Beverages,499,333,391,343,142,243,313,382,426,317,254,211,113,133,95,116,137,70,120,140,98,126,152,70,86,44,best,good,best,good,average,good,good,best,best,good,good,good,average,Extreme,Minimal,Minimal,Average,Minimal,Good,Extreme,Extreme,Average,Good,Minimal,Good,Extreme,fast selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,slow selling,2,7,3,6,3,4,2,5,4,7,7,2,7,good,good,good,best,good,average,average,best,best,average,best,good,good,average,poor,excellent,poor,average,poor,average,average,average,average,poor,excellent,excellent,277,165,191,227,36,106,481,41,477,51,439,152,170,45,50,10,48,8,28,48,44,24,31,50,43,23,28,21,44,38,40,39,38,20,32,19,42,48,21,9,5,25,25,18,9,8,6,27,19,4,17,22,very often,rare,rare,often,rare,very often,often,very often,rare,rare,often,very often,rare,923.0,550.0,636.0,756.0,120.0,353.0,1603.0,136.0,1590.0,170.0,1463.0,506.0,566.0
Gowardhan Ghee,Foods and Beverages,457,482,116,131,119,58,339,326,63,285,349,499,447,160,221,42,37,44,19,165,113,28,102,162,204,208,best,best,average,average,average,average,good,good,average,good,good,best,best,Average,Minimal,Extreme,Average,Good,Minimal,Average,Minimal,Minimal,Extreme,Minimal,Extreme,Good,fast selling,slow selling,fast selling,slow selling,slow selling,slow selling,fast selling,slow selling,fast selling,fast selling,slow selling,fast selling,slow selling,2,4,6,7,2,7,5,6,4,3,7,6,5,good,best,average,average,average,good,average,best,best,average,best,good,best,poor,excellent,poor,excellent,poor,poor,excellent,average,poor,excellent,excellent,average,excellent,245,306,339,150,203,68,202,183,314,34,463,471,211,39,15,18,18,40,39,31,14,37,15,25,29,10,15,32,25,24,22,35,39,6,40,38,31,42,25,78,59,92,10,6,14,85,8,26,93,35,27,85,rare,rare,very often,rare,often,rare,often,very often,very often,rare,very often,often,rare,816.0,1020.0,1130.0,500.0,676.0,226.0,673.0,610.0,1046.0,113.0,1543.0,1570.0,703.0
